sort20220911	CollectionCode2018	CollectionCode2019	VeryOldCC	CollectionCodeOld	CollectionCode	etOHstorageLoc	TransferNotes	BiogeographicRegion	Country	Adm1	Adm2	Region	Locale	LocalityCode	LocalityCode2	LocalityNotes	DateCollectedStart	DateCollectedEnd	Time	Method	Lat	Lon	LatLonMaxError	Datum	Elevation	ElevationMaxError	Habitat	Microhabitat	Medium	CollectedBy	CollectionNotes	LocatedAt	OwnedBy	TaxonNotes
1070	2018-953	RPO#1092		2018-953	RPO#1111			North America	USA	AZ	Maricopa	Superstition Mountains	Tortilla Flat				7/9/2018			hand	33.5271	-111.3868	35	WGS 84	537			ex ground		RP Overson	Foraging on ground in stream at night. Workers were carrying termies and ant brood. Staphylinid is presumed myrmecophile found in foraging trail with workers.			
1071	2018-954	RPO#1093		2018-954	RPO#1112			North America	USA	AZ	Maricopa	Superstition Mountains	Fish and Lewis and Pranty Creek				7/9/2018			UV light	33.5346	-111.304	40	WGS 84	653		Sonoran Desert Scrub			RP Overson	many insects			
1072	2018-952	RPO#1094		2018-952	RPO#1113			North America	USA	AZ	Maricopa	Superstition Mountains	Fish and Lewis and Pranty Creek				7/12/2018			UV light	33.5346	-111.304	40	WGS 84	653		Sonoran Desert Scrub			RP Overson	many insects			
1073	SON001	RPO#1095		SON001	RPO#1114			North America	Mexico	Sonora	Granados	Granados	Hotel Granados				8/5/2018				29.8574	-109.3120	50	WGS 84	542		Sinaloan Thornscrub	nest on ground	80% EtOH	RP Overson				
1074	SON002	RPO#1096		SON002	RPO#1115			North America	Mexico	Sonora	Granados	Granados	Hotel Granados				8/5/2018				29.8574	-109.3120	50	WGS 84	542		Sinaloan Thornscrub	nest on ground	80% EtOH	RP Overson				
1075	SON003	RPO#1097		SON003	RPO#1116			North America	Mexico	Sonora	Granados	Granados	Hotel Granados				8/5/2018				29.8574	-109.3120	50	WGS 84	542		Sinaloan Thornscrub	nest on ground	80% EtOH	RP Overson				
1076	SON004	RPO#1098		SON004	RPO#1117			North America	Mexico	Sonora	Huásabas	Sierra Madre Occidental	Cruz Del Diablo				8/5/2018				29.9393	-109.2367	10	WGS 84	1139		Madrean Evergreen Woodland	nest on ground	80% EtOH	RP Overson				
1077	SON005	RPO#1099		SON005	RPO#1118			North America	Mexico	Sonora	Nácori Chico		Nácori Chico				8/5/2018				29.69106	-108.98347	5	WGS 84	848		Madrean Evergreen Woodland	on ground	pinned	RP Overson				
1078	SON006	RPO#1100		SON006	RPO#1119			North America	Mexico	Sonora	Nácori Chico		Arroyo el Riito				8/5/2018				29.75353	-108.8939	5	WGS 84	991		Madrean Evergreen Woodland	ex flower	pinned	RP Overson	visiting flower of plant in photo at 13:44 o' clock			
					RPO#1120		code no longer needed (generated as safety backup)																											
1079	SON007	RPO#1101		SON007	RPO#1121			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest	80% EtOH	RP Overson				
1080	SON008	RPO#1102		SON008	RPO#1122			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest	80% EtOH	RP Overson	nest was hole in ground with no tumulus			
1081	SON009	RPO#1103		SON009	RPO#1123			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1082	SON010	RPO#1104		SON010	RPO#1124			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1083	SON011	RPO#1105		SON011	RPO#1125			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1084	SON012	RPO#1106		SON012	RPO#1126			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1085	SON013	RPO#1107		SON013	RPO#1127			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1086	SON014	RPO#1108		SON014	RPO#1128			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1087	SON015	RPO#1109		SON015	RPO#1129			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1088	SON016	RPO#1110		SON016	RPO#1130			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1089	SON017	RPO#1111		SON017	RPO#1131			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1090	SON018	RPO#1112		SON018	RPO#1132			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1091	SON019	RPO#1113		SON019	RPO#1133			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/5/2018				29.817	-108.727	100	WGS 84	1607		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
					RPO#1134		code no longer needed (generated as safety backup)																											
1092	SON020	RPO#1114		SON020	RPO#1135			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/5/2018			UV lighting	29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland		80% EtOH	RP Overson				
1093	SON021	RPO#1115		SON021	RPO#1136			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/6/2018				29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland	ex grass field		RP Overson				
1094	SON022	RPO#1116		SON022	RPO#1137			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/6/2018				29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland	ex grass field	pinned	RP Overson				
1095	SON023	RPO#1117		SON023	RPO#1138			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/6/2018				29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1096	SON024	RPO#1118		SON024	RPO#1139			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/6/2018				29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland	ex ground	80% EtOH	RP Overson				
					RPO#1140		code no longer needed (generated as safety backup)																											
1097	SON025	RPO#1119		SON025	RPO#1141			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock		RP Overson	Pheidole and Solenopsis theif ants			
1098	SON026	RPO#1120		SON026	RPO#1142			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1099	SON027	RPO#1121		SON027	RPO#1143			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1100	SON028	RPO#1122		SON028	RPO#1144			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1101	SON029	RPO#1123		SON029	RPO#1145			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1102	SON030	RPO#1124		SON030	RPO#1146			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1103	SON031	RPO#1125		SON031	RPO#1147			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1104	SON032	RPO#1126		SON032	RPO#1148			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1105	SON033	RPO#1127		SON033	RPO#1149			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1106	SON034	RPO#1128		SON034	RPO#1150			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1107	SON035	RPO#1129		SON035	RPO#1151			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1108	SON036	RPO#1130		SON036	RPO#1152			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1109	SON037	RPO#1131		SON037	RPO#1153			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1110	SON038	RPO#1132		SON038	RPO#1154			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1111	SON039	RPO#1133		SON039	RPO#1155			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1112	SON040	RPO#1134		SON040	RPO#1156			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	ex grass field	pinned	RP Overson				
1113	SON041	RPO#1135		SON041	RPO#1157			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/6/2018				29.8169	-108.7268	50	WGS 84	1605		Madrean Evergreen Woodland	ex grass field		RP Overson				
					RPO#1158		code no longer needed (generated as safety backup)																											
1114	SON042	RPO#1136		SON042	RPO#1159			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/6/2018			bait	29.823	-108.723	500	WGS 84	1703		Madrean Evergreen Woodland	nest in cliff	80% EtOH	RP Overson	baited with cookies from east facing road cut cliff face			
1115	SON043	RPO#1137		SON043	RPO#1160			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/6/2018			bait	29.823	-108.723	500	WGS 84	1703		Madrean Evergreen Woodland	nest in cliff	80% EtOH	RP Overson	baited with cookies from east facing road cut cliff face			
1116	SON044	RPO#1138		SON044	RPO#1161			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/6/2018			UV lighting	29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland			RP Overson				
1117	SON045	RPO#1139		SON045	RPO#1162			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/7/2018				29.8134	-108.7185	30	WGS 84	1660		Madrean Evergreen Woodland	on ground		RP Overson				
1118	SON046	RPO#1140		SON046	RPO#1163			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/7/2018				29.8134	-108.7185	30	WGS 84	1660		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1119	SON047	RPO#1141		SON047	RPO#1164			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/7/2018				29.8134	-108.7185	30	WGS 84	1660		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson	presumably with ant nest (galleries but no ants found).			
1120	SON048	RPO#1142		SON048	RPO#1165			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/7/2018				29.8134	-108.7185	30	WGS 84	1660		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1121	SON049	RPO#1143		SON049	RPO#1166			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/7/2018				29.8152	-108.7146	30	WGS 84	1663		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1122	SON050	RPO#1144		SON050	RPO#1167			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/7/2018				29.8152	-108.7146	30	WGS 84	1663		Madrean Evergreen Woodland			RP Overson				
					RPO#1168		code no longer needed (generated as safety backup)																											
1123	SON051	RPO#1145		SON051	RPO#1169			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock		RP Overson	tumulus present at side of rock			
1124	SON052	RPO#1146		SON052	RPO#1170			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson	with queen			
1125	SON053	RPO#1147		SON053	RPO#1171			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson	2 Solfugae (not under same rock)			
1126	SON054	RPO#1148		SON054	RPO#1172			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson	single queen with brood			
1127	SON055	RPO#1149		SON055	RPO#1173			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson	single queen			
1128	SON056	RPO#1150		SON056	RPO#1174			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland		80% EtOH	RP Overson				
1129	SON057	RPO#1151		SON057	RPO#1175			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland			RP Overson				
1130	SON058	RPO#1152		SON058	RPO#1176			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson	foundress association with five queens and fungus			
1131	SON059	RPO#1153		SON059	RPO#1177			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson	foundress association with fifteen queens and fungus			
1132	SON060	RPO#1154		SON060	RPO#1178			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1133	SON061	RPO#1155		SON061	RPO#1179			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson	Contains pupae of green parasitoid wasp.			
1134	SON062	RPO#1156		SON062	RPO#1180			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest on ground	80% EtOH	RP Overson				
1135	SON063	RPO#1157		SON063	RPO#1181			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1136	SON064	RPO#1158		SON064	RPO#1182			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1137	SON065	RPO#1159		SON065	RPO#1183			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1138	SON066	RPO#1160		SON066	RPO#1184			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1139	SON067	RPO#1161		SON067	RPO#1185			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/7/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson	no majors found, discarded			
1140	SON068	RPO#1162		SON068	RPO#1186			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/8/2018				29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland	ex ground	80% EtOH	RP Overson	came to peanut butter bait			
					RPO#1187		code no longer needed (generated as safety backup)																											
1141	SON069	RPO#1163		SON069	RPO#1188			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1142	SON070	RPO#1164	#N/A	SON070	RPO#1189			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1143	SON071	RPO#1165	#N/A	SON071	RPO#1190			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	ex nest		RP Overson	ground nesting bee, many nests with lips under eaves of building			
1144	SON072	RPO#1166	#N/A	SON072	RPO#1191			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	ex grass field		RP Overson				
1145	SON073	RPO#1167		SON073	RPO#1192			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1146	SON074	RPO#1168		SON074	RPO#1193			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	under board		RP Overson				
1147	SON075	RPO#1169		SON075	RPO#1194			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1148	SON076	RPO#1170		SON076	RPO#1195			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1149	SON077	RPO#1171		SON077	RPO#1196			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1150	SON078	RPO#1172		SON078	RPO#1197			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	under board	80% EtOH	RP Overson				
1151	SON079	RPO#1173		SON079	RPO#1198			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1152	SON080	RPO#1174		SON080	RPO#1199			North America	Mexico	Sonora	Nácori Chico		Arroyo San Antonio				8/8/2018				29.876	-108.722	100	WGS 84	1573		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
					RPO#1200		code no longer needed (generated as safety backup)																											
1153	SON081	RPO#1175		SON081	RPO#1201			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/8/2018				29.8288	-108.7115	10	WGS 84	1885		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1154	SON082	RPO#1176		SON082	RPO#1202			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/8/2018				29.8288	-108.7115	10	WGS 84	1885		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1155	SON083	RPO#1177		SON083	RPO#1203			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/8/2018				29.8273	-108.7137	10	WGS 84	1833		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1156	SON084	RPO#1178		SON084	RPO#1204			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/8/2018				29.8273	-108.7137	10	WGS 84	1833		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1157	SON085	RPO#1179		SON085	RPO#1205			North America	Mexico	Sonora	Nácori Chico		Mesa Tres Rios				8/8/2018				29.8273	-108.7137	10	WGS 84	1833		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
					RPO#1206		code no longer needed (generated as safety backup)																											
1158	SON086	RPO#1180	#N/A	SON086	RPO#1207			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/8/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest on ground		RP Overson	Trachymyrmex arizonensis with Strumigenys. Several nests in riparian area in shade.			
1159	SON087	RPO#1181	#N/A	SON087	RPO#1208			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/8/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson	three queens and minors only, no majors			
1160	SON088	RPO#1182	#N/A	SON088	RPO#1209			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/8/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson	with queen			
1161	SON089	RPO#1183	#N/A	SON089	RPO#1210			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/8/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest on ground		RP Overson	Trachymyrmex arizonensis with Strumigenys. Several nests in riparian area in shade.			
1162	SON090	RPO#1184		SON090	RPO#1211			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/8/2018			UV lighting	29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland			RP Overson				
1163	SON091	RPO#1185		SON091	RPO#1212			North America	Mexico	Sonora	Nácori Chico		Arroyo La Cueva				8/9/2018				29.817	-108.726	100	WGS 84	1605		Madrean Evergreen Woodland	nest on ground	80% EtOH	RP Overson	no Strumigenys found			
1164	SON092	RPO#1186		SON092	RPO#1213			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/9/2018				29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland			RP Overson	wasp on table at camp			
1165	SON093	RPO#1187		SON093	RPO#1214			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/9/2018				29.8103	-108.7214	50	WGS 84	1643		Madrean Evergreen Woodland	ex grass field	80% EtOH	RP Overson	attracted to juice			
1166	SON094	RPO#1188		SON094	RPO#1215			North America	Mexico	Sonora	Nácori Chico		Campo El Represito				8/9/2018				29.810	-108.721	300	WGS 84	1643		Madrean Evergreen Woodland	ex ground	80% EtOH	RP Overson	came to peanut butter bait			
					RPO#1216		code no longer needed (generated as safety backup)																											
1167	SON095	RPO#1189		SON095	RPO#1217			North America	Mexico	Sonora	Nácori Chico		15.3 km SW Mesa Tres Rios				8/9/2018				29.7783	-108.855	10	WGS 84	1417		Madrean Evergreen Woodland	nest on ground		RP Overson	Pheidole and pseudoscorpion. Pseudoscorpion walking along ground by Pheidole nest			
1168	SON096	RPO#1190		SON096	RPO#1218			North America	Mexico	Sonora	Nácori Chico		15.3 km SW Mesa Tres Rios				8/9/2018				29.7783	-108.8550	10	WGS 84	1417		Madrean Evergreen Woodland	ex road	80% EtOH	RP Overson				
1169	SON097	RPO#1191		SON097	RPO#1219			North America	Mexico	Sonora	Nácori Chico		15.3 km SW Mesa Tres Rios				8/9/2018				29.7783	-108.8550	10	WGS 84	1417		Madrean Evergreen Woodland	nest on ground	80% EtOH	RP Overson	nest on roadside			
					RPO#1220		code no longer needed (generated as safety backup)																											
1170	SON098	RPO#1192		SON098	RPO#1221			North America	Mexico	Sonora	Nácori Chico		11.9 km NE Nácori chico				8/9/2018				29.7618	-108.8856	10	WGS 84	1336		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1171	SON099	RPO#1193		SON099	RPO#1222			North America	Mexico	Sonora	Nácori Chico		11.9 km NE Nácori chico				8/9/2018				29.7618	-108.8856	10	WGS 84	1336		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1172	SON100	RPO#1194		SON100	RPO#1223			North America	Mexico	Sonora	Nácori Chico		11.9 km NE Nácori chico				8/9/2018				29.7618	-108.8856	10	WGS 84	1336		Madrean Evergreen Woodland	under rock	80% EtOH	RP Overson				
1173	SON101	RPO#1195		SON101	RPO#1224			North America	Mexico	Sonora	Nácori Chico		11.9 km NE Nácori chico				8/9/2018				29.7618	-108.8856	10	WGS 84	1336		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1174	SON102	RPO#1196		SON102	RPO#1225			North America	Mexico	Sonora	Nácori Chico		11.9 km NE Nácori chico				8/9/2018				29.7618	-108.8856	10	WGS 84	1336		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1175	SON103	RPO#1197		SON103	RPO#1226			North America	Mexico	Sonora	Nácori Chico		11.9 km NE Nácori chico				8/9/2018				29.7618	-108.8856	10	WGS 84	1336		Madrean Evergreen Woodland	nest under rock	80% EtOH	RP Overson				
1176	SON104	RPO#1198		SON104	RPO#1227			North America	Mexico	Sonora	Granados		Hotel Granados				8/9/2018				29.857	-109.312	300	WGS 84	542		Sinaloan Thornscrub	in tree at night	80% EtOH	RP Overson	photo 6186			
1177	SON137	RPO#1199		SON137	RPO#1228		code added much later after Mexico trip	North America	Mexico	Sonora	Nácori Chico		15.3 km SW Mesa Tres Rios				8/9/2018				29.7783	-108.855	20	WGS 84	1417			ex plant	80% EtOH	RP Overson				Cerambycidae
1178	SON138	RPO#1200		SON138	RPO#1229		code added much later after Mexico trip	North America	Mexico	Sonora	Nácori Chico		11.9 km NE Nácori Chico				8/9/2018				29.7618	-108.8856	20	WGS 84	1336			ex under rock	80% EtOH	RP Overson				Tenebridonidae
1179	dflies added later	RPO#1201		dflies added later	RPO#1230			North America	Mexico	Sonora	Nácori Chico	Sierra Madre Occidental	5.25 kilometers southwest of Mesa Tres Rios				8/9/2018			net	29.8051	-108.7576	10	WGS 84	1879		Madrean evergreen woodland		envelope	RP Overson				
